taglen,crossmapped,rRNA,rmsk_DNA,LTR,precursor,rmsk_Simple_repeat,Coding_Exon,Unknown,unannotated,srpRNA,tRNA,LINE,No_CDS,rmsk_Other,rmsk_RNA,Satellite,p3_UTR,rmsk_Unknown,snoRNA,snRNA,rmsk_Low_complexity,p5_UTR,star,scRNA,mature,Intron,stemloop,SINE
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
