, 11395
SLC16A10, 21
AASS, 21
FDX1, 21
KIAA1551, 21
CDH2, 21
PUM2, 21
SEPT11, 21
APLP2, 21
ANXA2, 21
CYP27A1, 21
CXCL12, 21
SMARCA2, 21
CSAD, 21
ANKRD11, 21
SLC38A3, 21
PRKDC, 21
PLXND1, 21
MUT, 21
PSMD1, 21
SERPINA3, 21
PSME4, 21
HSD11B1, 21
SRGN, 21
WDR7, 20
HIF1A, 20
MAT2A, 20
SH3D19, 20
CHCHD2, 20
MIB1, 20
IFNGR1, 20
CALCOCO2, 20
TMED7-TICAM2, 20
MOGAT3, 20
RPS14, 20
SEMA5A, 20
PTEN, 20
CYLD, 20
LMAN1, 20
PLS3, 20
GPX1, 20
EIF3E, 20
ZZZ3, 20
PON3, 20
VSIG4, 20
LMBRD1, 20
HNRNPD, 20
GSTO1, 20
TPI1, 20
BAZ2A, 20
TXN, 20
IVD, 20
SLK, 20
ARPC1B, 20
NCOA1, 20
GSTM4, 20
HTT, 20
FBP1, 20
PTPRF, 20
DDX60, 20
TFRC, 20
XPO6, 20
KMT2C, 20
ACSS2, 20
TOP2A, 20
ADAR, 20
LARS, 20
NBR1, 20
EIF4A1, 20
ST6GAL1, 20
RPS5, 20
PLPP1, 20
PC, 20
TPST1, 20
HMGCR, 20
GDA, 19
FAM214A, 19
HERC6, 19
CAPZA2, 19
GNAI2, 19
PCSK6, 19
UBE3A, 19
NPEPPS, 19
DENND4C, 19
SNX14, 19
CCT5, 19
CES2, 19
PRDX4, 19
PALLD, 19
UQCRFS1, 19
KDM5A, 19
ITGAL, 19
PTPRG, 19
EIF4EBP3, 19
OAS2, 19
FBLN5, 19
CCNG1, 19
C8B, 19
HNRNPM, 19
IBTK, 19
BSG, 19
LACTB2, 19
PFN1, 19
ANO6, 19
MYH11, 19
LPIN2, 19
JMJD1C, 19
TXNDC5, 19
ATG2B, 19
FKBP4, 19
RBM33, 19
ADK, 19
PLA2R1, 19
CCL16, 19
S100A11, 19
EDNRB, 19
MAP3K1, 19
EIF5B, 19
SLIT3, 19
ARPC5, 19
CDC42BPA, 19
CNBP, 19
PCBP1, 19
TCP1, 19
ATP6V1B2, 18
SLC16A7, 18
LRP10, 18
PRKAR1A, 18
TLR4, 18
PPP4R3B, 18
CCT2, 18
PSMB1, 18
AFM, 18
PIKFYVE, 18
MGA, 18
CPED1, 18
HYKK, 18
ETFA, 18
TKFC, 18
NDUFS1, 18
ARL6IP1, 18
DTX3L, 18
VDAC1, 18
RDH16, 18
RBM39, 18
SORT1, 18
CLIC4, 18
RAD21, 18
OAZ1, 18
CMTM6, 18
COLEC10, 18
LMAN2, 18
PEX5, 18
FBXO21, 18
PDK4, 18
CDH5, 18
PAFAH1B1, 18
RPL7A, 18
CHD6, 18
LIMA1, 18
ZNF609, 18
TMED10, 18
STOM, 18
USO1, 18
MOSPD2, 18
PLEKHM2, 18
MYO5B, 18
ACTN1, 18
TPM1, 18
ADAM23, 18
ATR, 18
HEATR5A, 18
XPO7, 18
IFI44, 18
ANXA7, 18
FAM208B, 18
RPL11, 18
DENND5A, 18
REV3L, 18
MPDZ, 18
C8A, 18
CRYBG1, 18
SLC27A6, 18
SNX5, 18
FNIP2, 17
SMC5, 17
SDHB, 17
C3AR1, 17
RPRD2, 17
RNF103, 17
ENTPD5, 17
PCNX3, 17
CLPX, 17
HADH, 17
PRELID1, 17
ITGAX, 17
GOLIM4, 17
H6PD, 17
COL4A2, 17
PDZD8, 17
RGS5, 17
USP15, 17
FHL1, 17
COL4A1, 17
FAH, 17
HNRNPUL1, 17
UBR1, 17
LIPC, 17
SEC24A, 17
BRD2, 17
DNASE1L3, 17
ZFP36L1, 17
ABCD3, 17
MCM3AP, 17
NEK9, 17
ITCH, 17
BRD4, 17
AGTR1, 17
LARP1, 17
CAPZB, 17
PSMC4, 17
SCCPDH, 17
STAG1, 17
RPS23, 17
UQCRC2, 17
DLG1, 17
PAICS, 17
P4HA1, 17
SYNCRIP, 17
KARS, 17
PTGIS, 17
AP2M1, 17
EPHX2, 17
ARAP1, 17
MERTK, 17
DCTN1, 17
PUM1, 17
SRP72, 17
DLD, 17
SRSF6, 17
LRRC8D, 17
BMP2K, 17
CCDC47, 17
PROX1, 17
BTD, 17
ECHS1, 17
CCT4, 17
PGAM4, 17
BBOX1, 17
ABLIM3, 17
RPS27A, 16
BAZ1B, 16
LAP3, 16
CHPT1, 16
CAPRIN1, 16
CRIM1, 16
FAU, 16
AZIN1, 16
CKAP5, 16
KAT6A, 16
DLA-64, 16
MARF1, 16
NCOR1, 16
ATRNL1, 16
HSD17B14, 16
ITGB5, 16
RPS21, 16
ATP6V1A, 16
ATP8A1, 16
CD164, 16
GAPVD1, 16
SLC12A4, 16
PTPRB, 16
PCM1, 16
DLA-DMA, 16
SLC38A2, 16
AADAC, 16
FSTL1, 16
CREBBP, 16
BOD1L1, 16
NIT2, 16
RPS16, 16
PRR14L, 16
ACSS1, 16
APMAP, 16
BTAF1, 16
SLC16A1, 16
VCPIP1, 16
AP1B1, 16
TNPO1, 16
TMEM131, 16
DHCR24, 16
ANTXR2, 16
SEC14L2, 16
DNAJC13, 16
ACAT1, 16
PPM1A, 16
EID1, 16
ADAM9, 16
NBAS, 16
CHD9, 16
ITSN2, 16
PHIP, 16
GMPS, 16
SND1, 16
HEATR5B, 16
DYNC1I2, 16
UPF1, 16
DICER1, 16
COBLL1, 16
LMNA, 16
ESYT1, 16
AP2A2, 16
FURIN, 16
PDE4DIP, 16
ZC3H13, 16
GHITM, 16
C8orf4, 16
FGFR2, 16
ITGB2, 16
TAP1, 16
SMC3, 16
SNX18, 16
RAB1A, 16
MANBA, 16
ATP6V1H, 16
USP47, 16
SLC25A18, 16
PRRC2A, 16
CLIP1, 16
UQCRC1, 16
USP19, 16
CSK, 16
EXOC1, 16
DOCK2, 15
DAB2, 15
EIF3M, 15
ACTR10, 15
UBQLN1, 15
KPNA1, 15
ABCC2, 15
PPP6R3, 15
AFTPH, 15
ATP6V0A1, 15
SNX19, 15
SLC41A2, 15
SQSTM1, 15
PTPN12, 15
TRIM34, 15
F13B, 15
OSMR, 15
ERCC4, 15
DNASE2, 15
AKR1E2, 15
PHLDB2, 15
MGAT4B, 15
Rpl36a, 15
TRAPPC11, 15
GOT2, 15
TEK, 15
DOCK8, 15
TMEM201, 15
FAM208A, 15
COG2, 15
PODN, 15
RCL1, 15
RAB7A, 15
SLC44A1, 15
NUCKS1, 15
ERBB3, 15
ROCK2, 15
KMT2E, 15
COX4I1, 15
HOOK3, 15
CYBRD1, 15
SIDT2, 15
CHD8, 15
TM7SF2, 15
MFGE8, 15
HBP1, 15
DPYSL2, 15
RNF19A, 15
NPC1, 15
EP400, 15
FAM13B, 15
RPSA, 15
TXNRD1, 15
NIN, 15
RPS12, 15
SMCHD1, 15
CD2AP, 15
MSR1, 15
ASPH, 15
M6PR, 15
PRRC2B, 15
RAPGEF2, 15
PCNT, 15
DSG2, 15
AFF4, 15
MYH14, 15
NAMPT, 15
MON2, 15
H3F3A, 15
SLC6A11, 15
RPL14, 15
LDLR, 15
AXL, 15
NR3C1, 15
PERP, 15
GOLGA5, 15
RPS17, 15
YTHDF3, 15
TMEM176B, 15
TOB1, 15
SBF2, 15
ALDH5A1, 15
UBA2, 15
PTPN21, 15
DHX15, 15
UACA, 15
SIN3A, 15
NUP210, 15
NR1H3, 15
ELOVL5, 15
CNN3, 15
RPL35, 15
PPP2R5C, 15
MSH6, 15
PRMT3, 15
CHL1, 15
LRRC41, 15
BLVRA, 15
ZFYVE26, 15
NUCB2, 15
CTR9, 15
GYS2, 15
ATP6V0C, 15
ACTA2, 15
DNAJC10, 15
PER1, 15
SLC33A1, 15
MRC2, 15
ARSA, 15
TAGLN2, 15
ZFYVE9, 14
LGALS3, 14
IDH2, 14
ACBD5, 14
GTF2I, 14
PDHA1, 14
FRYL, 14
HNRNPH2, 14
GBF1, 14
SKP1, 14
PCDH1, 14
CDADC1, 14
IRF2BP2, 14
ADGRA2, 14
NSD2, 14
SECISBP2, 14
BMPR2, 14
HAMP, 14
INSIG2, 14
ARF1, 14
MYO1C, 14
PIK3R1, 14
DDX1, 14
ANP32B, 14
RPL27, 14
C4BPB, 14
CNDP2, 14
NSD1, 14
GANAB, 14
FOXRED1, 14
EHBP1, 14
SETX, 14
INPP4A, 14
PLXNA4, 14
WWC2, 14
ANKIB1, 14
PLCB3, 14
AHCYL1, 14
TPP2, 14
MAPK1, 14
REEP3, 14
GTF3C1, 14
CYFIP1, 14
