taglen,crossmapped,LTR,Coding_Exon,srpRNA,precursor,Intron,LINE,Satellite,rmsk_RNA,rRNA,rmsk_Other,Unknown,rmsk_Low_complexity,unannotated,p3_UTR,p5_UTR,rmsk_DNA,mature,tRNA,snRNA,scRNA,rmsk_Simple_repeat,rmsk_Unknown,star,No_CDS,SINE,stemloop,snoRNA
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
