taglen,crossmapped,LTR,Intron,rmsk_Other,snoRNA,tRNA,unannotated,rRNA,rmsk_Low_complexity,scRNA,LINE,mature,p5_UTR,Satellite,rmsk_RNA,p3_UTR,snRNA,SINE,stemloop,srpRNA,star,precursor,Coding_Exon,No_CDS,Unknown,rmsk_DNA,rmsk_Unknown,rmsk_Simple_repeat
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
