taglen,crossmapped,unannotated,precursor,rRNA,rmsk_DNA,p3_UTR,Satellite,rmsk_RNA,snoRNA,Coding_Exon,Unknown,rmsk_Other,tRNA,rmsk_Low_complexity,rmsk_Simple_repeat,p5_UTR,stemloop,No_CDS,LINE,Intron,srpRNA,LTR,scRNA,SINE,star,mature,snRNA,rmsk_Unknown
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
