taglen,crossmapped,rmsk_Unknown,Unknown,SINE,snRNA,srpRNA,LTR,star,p3_UTR,rmsk_Low_complexity,rmsk_RNA,tRNA,stemloop,rmsk_Other,Satellite,p5_UTR,precursor,rRNA,rmsk_DNA,Intron,LINE,No_CDS,rmsk_Simple_repeat,Coding_Exon,unannotated,snoRNA,mature,scRNA
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
