taglen,crossmapped,stemloop,rRNA,rmsk_Simple_repeat,No_CDS,p3_UTR,p5_UTR,SINE,LINE,tRNA,scRNA,precursor,snoRNA,srpRNA,snRNA,rmsk_Unknown,rmsk_RNA,LTR,Coding_Exon,mature,unannotated,rmsk_DNA,rmsk_Low_complexity,Unknown,Intron,rmsk_Other,Satellite,star
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
