taglen,crossmapped,rmsk_Simple_repeat,tRNA,LINE,rmsk_Other,No_CDS,rmsk_DNA,unannotated,Intron,Satellite,scRNA,srpRNA,snRNA,mature,rmsk_Unknown,star,LTR,Unknown,p5_UTR,rmsk_Low_complexity,rRNA,p3_UTR,SINE,rmsk_RNA,stemloop,Coding_Exon,precursor,snoRNA
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
