miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped
cfa-let-7a-1	19719	26991.733705	N
cfa-let-7a-2	19588	26812.418470	N
cfa-let-7b	5169	7075.423273	N
cfa-let-7c	2982	4081.817025	N
cfa-let-7d	2095	2867.674938	N
cfa-let-7e	585	800.758873	N
cfa-let-7f	17740	24282.841722	N
cfa-let-7g	17511	23969.382266	N
cfa-let-7j	0	0.000000	N
cfa-mir-1-1	30	41.064558	N
cfa-mir-1-2	22	30.114009	N
cfa-mir-101-1	472	646.082373	N
cfa-mir-101-2	527	721.367395	N
cfa-mir-103-1	568	777.488957	Y
cfa-mir-103-2	627	858.249254	Y
cfa-mir-105a	3	4.106456	N
cfa-mir-105b	0	0.000000	N
cfa-mir-106a	6	8.212912	N
cfa-mir-106b	120	164.258230	N
cfa-mir-107	132	180.684053	Y
cfa-mir-10a	6265	8575.648444	N
cfa-mir-10b	788	1078.629046	N
cfa-mir-1185	1	1.368819	N
cfa-mir-1199	1	1.368819	N
cfa-mir-122	417978	572136.055092	N
cfa-mir-124-1	0	0.000000	N
cfa-mir-124-2	0	0.000000	N
cfa-mir-124-3	0	0.000000	N
cfa-mir-1249	7	9.581730	N
cfa-mir-125a	2565	3511.019674	N
cfa-mir-125b-1	989	1353.761582	N
cfa-mir-125b-2	1006	1377.031498	N
cfa-mir-126	5040	6898.845675	N
cfa-mir-127	3	4.106456	N
cfa-mir-1271	79	108.136668	N
cfa-mir-128-1	1021	1397.563777	N
cfa-mir-128-2	582	796.652417	N
cfa-mir-129-1	1	1.368819	N
cfa-mir-129-2	0	0.000000	N
cfa-mir-1296	2	2.737637	N
cfa-mir-1301	22	30.114009	N
cfa-mir-1306	6	8.212912	N
cfa-mir-1307	148	202.585151	N
cfa-mir-130a	14	19.163460	N
cfa-mir-130b	11	15.057004	N
cfa-mir-132	20	27.376372	N
cfa-mir-133a	2	2.737637	Y
cfa-mir-133b	0	0.000000	N
cfa-mir-133c	2	2.737637	Y
cfa-mir-134	0	0.000000	N
cfa-mir-1343	8	10.950549	N
cfa-mir-135a-1	16	21.901097	N
cfa-mir-135a-2	16	21.901097	N
cfa-mir-135b	8	10.950549	N
cfa-mir-136	0	0.000000	N
cfa-mir-137	0	0.000000	N
cfa-mir-138a	0	0.000000	N
cfa-mir-138b	0	0.000000	N
cfa-mir-139	170	232.699160	N
cfa-mir-140	276	377.793930	N
cfa-mir-141	0	0.000000	N
cfa-mir-142	259	354.524014	N
cfa-mir-143	9364	12817.617243	N
