taglen,crossmapped,rmsk_Other,scRNA,snRNA,LTR,Coding_Exon,tRNA,srpRNA,rRNA,rmsk_Unknown,p3_UTR,p5_UTR,stemloop,unannotated,Unknown,rmsk_Simple_repeat,No_CDS,rmsk_DNA,rmsk_Low_complexity,SINE,star,snoRNA,Satellite,rmsk_RNA,mature,LINE,precursor,Intron
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
