taglen,crossmapped,snRNA,rmsk_Simple_repeat,Satellite,rmsk_RNA,Intron,LTR,tRNA,precursor,Unknown,rRNA,rmsk_Low_complexity,snoRNA,mature,srpRNA,rmsk_DNA,rmsk_Other,p5_UTR,LINE,No_CDS,SINE,scRNA,Coding_Exon,star,unannotated,stemloop,p3_UTR,rmsk_Unknown
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
