taglen,crossmapped,p3_UTR,tRNA,LINE,p5_UTR,snoRNA,star,rmsk_Unknown,precursor,LTR,Unknown,rmsk_DNA,scRNA,Intron,No_CDS,stemloop,snRNA,unannotated,SINE,rRNA,rmsk_Low_complexity,Satellite,srpRNA,rmsk_RNA,rmsk_Other,Coding_Exon,rmsk_Simple_repeat,mature
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
