taglen,crossmapped,SINE,Intron,mature,tRNA,scRNA,rmsk_Simple_repeat,No_CDS,Satellite,rmsk_Low_complexity,rmsk_Other,rmsk_DNA,p5_UTR,precursor,star,Unknown,unannotated,LTR,p3_UTR,rmsk_Unknown,snRNA,rmsk_RNA,stemloop,Coding_Exon,srpRNA,rRNA,LINE,snoRNA
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
