taglen,crossmapped,LINE,rRNA,scRNA,Intron,precursor,p3_UTR,SINE,Coding_Exon,stemloop,p5_UTR,rmsk_Other,srpRNA,Unknown,No_CDS,rmsk_Unknown,mature,rmsk_Low_complexity,snoRNA,rmsk_DNA,star,snRNA,tRNA,LTR,unannotated,rmsk_RNA,rmsk_Simple_repeat,Satellite
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
