miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped
cfa-mir-302c	0	0.000000	N
cfa-mir-302d	0	0.000000	N
cfa-mir-30a	7939	9099.265549	N
cfa-mir-30b	948	1086.547895	N
cfa-mir-30c-1	1694	1941.573982	N
cfa-mir-30c-2	1762	2019.512016	N
cfa-mir-30d	9271	10625.934110	N
cfa-mir-30e	1987	2277.395219	N
cfa-mir-31	128	146.706889	N
cfa-mir-32	75	85.961068	N
cfa-mir-320	606	694.565427	N
cfa-mir-323	2	2.292295	N
cfa-mir-324	9	10.315328	N
cfa-mir-325	0	0.000000	N
cfa-mir-326	6	6.876885	N
cfa-mir-328	11	12.607623	N
cfa-mir-329a	0	0.000000	N
cfa-mir-329b	0	0.000000	N
cfa-mir-330	30	34.384427	N
cfa-mir-331	55	63.038116	N
cfa-mir-335	9	10.315328	N
cfa-mir-338	14	16.046066	N
cfa-mir-339-1	103	118.053200	N
cfa-mir-33a	3	3.438443	N
cfa-mir-33b	6	6.876885	N
cfa-mir-340	858	983.394614	N
cfa-mir-342	140	160.460660	N
cfa-mir-345	2	2.292295	N
cfa-mir-346	0	0.000000	N
cfa-mir-34a	223	255.590908	N
cfa-mir-34b	1	1.146148	N
cfa-mir-34c	10	11.461476	N
cfa-mir-350	21	24.069099	N
cfa-mir-361	716	820.641659	N
cfa-mir-362	130	148.999184	N
cfa-mir-363	124	142.122299	N
cfa-mir-365-1	265	303.729106	N
cfa-mir-365-2	246	281.952302	N
cfa-mir-367	0	0.000000	N
cfa-mir-369	0	0.000000	N
cfa-mir-370	0	0.000000	N
cfa-mir-371	5	5.730738	N
cfa-mir-374a	773	885.972071	N
cfa-mir-374b	523	599.435178	N
cfa-mir-375	582	667.057885	N
cfa-mir-376a-1	0	0.000000	N
cfa-mir-376a-2	0	0.000000	N
cfa-mir-376a-3	2	2.292295	N
cfa-mir-376b	0	0.000000	N
cfa-mir-376c	0	0.000000	N
cfa-mir-377	0	0.000000	N
cfa-mir-378	5065	5805.237436	N
cfa-mir-379	20	22.922951	N
cfa-mir-380	1	1.146148	N
cfa-mir-381	37	42.407460	N
cfa-mir-382	2	2.292295	N
cfa-mir-383	1	1.146148	N
cfa-mir-384	0	0.000000	N
cfa-mir-3958	2	2.292295	N
cfa-mir-409	2	2.292295	N
cfa-mir-410	4	4.584590	N
cfa-mir-411	29	33.238279	N
cfa-mir-421	11	12.607623	N
cfa-mir-423a	1149	1316.923557	N
cfa-mir-424	18	20.630656	N
cfa-mir-425	388	444.705257	N
cfa-mir-429	139	159.314512	N
cfa-mir-432	0	0.000000	N
cfa-mir-433	0	0.000000	N
cfa-mir-448	0	0.000000	N
cfa-mir-449a	0	0.000000	N
cfa-mir-449b	0	0.000000	N
cfa-mir-450a	242	277.367712	N
cfa-mir-450b	206	236.106399	N
cfa-mir-451	2454	2812.646134	N
cfa-mir-452	69	79.084182	N
cfa-mir-454	10	11.461476	N
cfa-mir-455	1415	1621.798810	N
cfa-mir-483	10	11.461476	N
cfa-mir-485	1	1.146148	N
cfa-mir-486	244	279.660007	N
cfa-mir-487a	2	2.292295	N
cfa-mir-487b	2	2.292295	N
cfa-mir-488	0	0.000000	N
cfa-mir-489	0	0.000000	N
cfa-mir-490	2	2.292295	N
cfa-mir-491	5	5.730738	N
cfa-mir-493	0	0.000000	N
cfa-mir-494	13	14.899918	N
cfa-mir-495	2	2.292295	N
cfa-mir-496	0	0.000000	N
cfa-mir-497	191	218.914186	N
cfa-mir-499	372	426.366896	N
cfa-mir-500	251	287.683040	Y
cfa-mir-502	225	257.883203	Y
cfa-mir-503	12	13.753771	N
cfa-mir-504	11	12.607623	N
cfa-mir-505	294	336.967385	N
cfa-mir-506	0	0.000000	N
cfa-mir-507a	0	0.000000	N
cfa-mir-507b	0	0.000000	N
cfa-mir-508a	0	0.000000	N
cfa-mir-508b	0	0.000000	N
cfa-mir-514	0	0.000000	N
cfa-mir-532	1274	1460.192003	N
cfa-mir-539	1	1.146148	N
cfa-mir-542	45	51.576641	N
cfa-mir-543	9	10.315328	N
cfa-mir-544	0	0.000000	N
cfa-mir-545	4	4.584590	N
cfa-mir-551a	8	9.169181	N
cfa-mir-551b	0	0.000000	N
cfa-mir-568	0	0.000000	N
cfa-mir-574	48	55.015083	N
cfa-mir-578	0	0.000000	N
cfa-mir-582	2	2.292295	N
cfa-mir-589	0	0.000000	N
cfa-mir-590	76	87.107215	N
cfa-mir-592	2	2.292295	N
cfa-mir-599	0	0.000000	N
cfa-mir-615	1	1.146148	N
cfa-mir-628	15	17.192214	N
cfa-mir-631	0	0.000000	N
cfa-mir-632	1	1.146148	N
cfa-mir-6516	27	30.945984	N
cfa-mir-652	65	74.499592	N
cfa-mir-6529	61	69.915002	N
cfa-mir-653	0	0.000000	N
cfa-mir-660	62	71.061149	N
