taglen,crossmapped,unannotated,rmsk_Low_complexity,Satellite,rmsk_Simple_repeat,LTR,rmsk_DNA,p3_UTR,snoRNA,rmsk_Other,precursor,mature,SINE,Unknown,No_CDS,Coding_Exon,star,srpRNA,tRNA,rmsk_Unknown,p5_UTR,rmsk_RNA,Intron,stemloop,scRNA,LINE,rRNA,snRNA
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
