taglen,crossmapped,rmsk_Low_complexity,Coding_Exon,rmsk_DNA,star,LINE,rmsk_Unknown,Intron,rmsk_RNA,rRNA,snRNA,p5_UTR,mature,No_CDS,p3_UTR,scRNA,LTR,SINE,rmsk_Simple_repeat,precursor,srpRNA,Satellite,rmsk_Other,snoRNA,Unknown,unannotated,tRNA,stemloop
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
