taglen,crossmapped,snoRNA,rmsk_Unknown,unannotated,rmsk_Low_complexity,Intron,LINE,rmsk_DNA,p5_UTR,No_CDS,Satellite,rRNA,scRNA,SINE,stemloop,p3_UTR,srpRNA,rmsk_Other,star,mature,rmsk_RNA,Coding_Exon,tRNA,LTR,snRNA,precursor,rmsk_Simple_repeat,Unknown
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
