taglen,crossmapped,rmsk_Unknown,rmsk_Other,mature,star,SINE,srpRNA,rmsk_RNA,scRNA,snRNA,p5_UTR,Intron,precursor,No_CDS,Unknown,unannotated,stemloop,rRNA,tRNA,LTR,Coding_Exon,rmsk_Low_complexity,snoRNA,rmsk_DNA,rmsk_Simple_repeat,LINE,Satellite,p3_UTR
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
