taglen,crossmapped,No_CDS,rmsk_DNA,tRNA,Intron,scRNA,unannotated,rmsk_Other,p5_UTR,rmsk_RNA,srpRNA,SINE,stemloop,rmsk_Simple_repeat,snoRNA,precursor,rmsk_Unknown,star,LINE,rRNA,Coding_Exon,LTR,rmsk_Low_complexity,Satellite,Unknown,snRNA,p3_UTR,mature
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
