miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped
cfa-let-7a-1	4643	881.486821	N
cfa-let-7a-2	4618	876.740500	N
cfa-let-7b	3872	735.110267	N
cfa-let-7c	3487	662.016917	N
cfa-let-7d	143	27.148959	N
cfa-let-7e	127	24.111313	N
cfa-let-7f	18769	3563.348298	N
cfa-let-7g	3322	630.691195	N
cfa-let-7j	0	0.000000	N
cfa-mir-1-1	5	0.949264	N
cfa-mir-1-2	10	1.898529	N
cfa-mir-101-1	1432	271.869293	N
cfa-mir-101-2	1648	312.877511	N
cfa-mir-103-1	53	10.062201	Y
cfa-mir-103-2	75	14.238964	Y
cfa-mir-105a	1	0.189853	N
cfa-mir-105b	0	0.000000	N
cfa-mir-106a	0	0.000000	N
cfa-mir-106b	80	15.188229	N
cfa-mir-107	41	7.783967	Y
cfa-mir-10a	6594	1251.889748	N
cfa-mir-10b	553	104.988631	N
cfa-mir-1185	0	0.000000	N
cfa-mir-1199	0	0.000000	N
cfa-mir-122	835712	158662.311948	N
cfa-mir-124-1	0	0.000000	N
cfa-mir-124-2	0	0.000000	N
cfa-mir-124-3	0	0.000000	N
cfa-mir-1249	0	0.000000	N
cfa-mir-125a	72	13.669406	N
cfa-mir-125b-1	74	14.049112	N
cfa-mir-125b-2	80	15.188229	N
cfa-mir-126	3918	743.843499	N
cfa-mir-127	2	0.379706	N
cfa-mir-1271	23	4.366616	N
cfa-mir-128-1	135	25.630136	N
cfa-mir-128-2	49	9.302790	N
cfa-mir-129-1	1	0.189853	N
cfa-mir-129-2	4	0.759411	N
cfa-mir-1296	1	0.189853	N
cfa-mir-1301	0	0.000000	N
cfa-mir-1306	7	1.328970	N
cfa-mir-1307	25	4.746321	N
cfa-mir-130a	16	3.037646	N
cfa-mir-130b	1	0.189853	N
cfa-mir-132	1	0.189853	N
cfa-mir-133a	1	0.189853	Y
cfa-mir-133b	0	0.000000	N
cfa-mir-133c	1	0.189853	Y
cfa-mir-134	0	0.000000	N
cfa-mir-1343	0	0.000000	N
cfa-mir-135a-1	0	0.000000	N
cfa-mir-135a-2	0	0.000000	N
cfa-mir-135b	0	0.000000	N
cfa-mir-136	0	0.000000	N
cfa-mir-137	0	0.000000	N
cfa-mir-138a	0	0.000000	N
cfa-mir-138b	0	0.000000	N
cfa-mir-139	116	22.022932	N
cfa-mir-140	184	34.932926	N
cfa-mir-141	0	0.000000	N
cfa-mir-142	58	11.011466	N
cfa-mir-143	8759	1662.921186	N
cfa-mir-144	6	1.139117	N
cfa-mir-145	94	17.846169	N
cfa-mir-1468	14	2.657940	N
cfa-mir-146a	200	37.970572	N
cfa-mir-146b	124	23.541754	N
cfa-mir-147	1	0.189853	N
cfa-mir-148a	4287686	814029.442761	N
cfa-mir-148b	157	29.806899	N
cfa-mir-149	0	0.000000	N
cfa-mir-150	6	1.139117	N
cfa-mir-151	14688	2788.558783	N
cfa-mir-152	81	15.378082	N
cfa-mir-153	1	0.189853	N
cfa-mir-155	102	19.364992	N
cfa-mir-15a	8	1.518823	N
cfa-mir-15b	4	0.759411	N
cfa-mir-16-1	23	4.366616	N
cfa-mir-16-2	22	4.176763	N
cfa-mir-17	10	1.898529	N
cfa-mir-181a-1	658	124.923181	N
cfa-mir-181a-2	645	122.455094	N
cfa-mir-181b-1	70	13.289700	N
cfa-mir-181b-2	55	10.441907	N
cfa-mir-181c	2	0.379706	N
cfa-mir-181d	8	1.518823	N
cfa-mir-182	59	11.201319	N
cfa-mir-183	18	3.417351	N
cfa-mir-1835	3	0.569559	N
cfa-mir-1836	37	7.024556	N
cfa-mir-1837-1	1	0.189853	N
cfa-mir-1837-2	2	0.379706	N
cfa-mir-1837-3	0	0.000000	N
cfa-mir-1838	1	0.189853	N
cfa-mir-1839	4	0.759411	N
cfa-mir-184	9	1.708676	N
cfa-mir-1840	0	0.000000	N
cfa-mir-1841	1	0.189853	N
cfa-mir-1842	0	0.000000	N
cfa-mir-1843	0	0.000000	N
cfa-mir-1844	6	1.139117	N
cfa-mir-185	16	3.037646	N
cfa-mir-186	125	23.731607	N
cfa-mir-187	0	0.000000	N
cfa-mir-188	0	0.000000	N
cfa-mir-18a	1	0.189853	N
cfa-mir-18b	0	0.000000	N
cfa-mir-190a	0	0.000000	N
cfa-mir-190b	0	0.000000	N
cfa-mir-191	375	71.194822	N
cfa-mir-192	12670	2405.435715	N
cfa-mir-193a	20	3.797057	N
cfa-mir-193b	21	3.986910	N
cfa-mir-194	990	187.954330	N
cfa-mir-195	44	8.353526	N
cfa-mir-196a-1	0	0.000000	N
cfa-mir-196a-2	0	0.000000	N
cfa-mir-196b	0	0.000000	N
cfa-mir-197	1	0.189853	N
cfa-mir-199-1	210	39.869100	N
cfa-mir-199-2	200	37.970572	N
cfa-mir-199-3	164	31.135869	N
cfa-mir-19a	0	0.000000	N
cfa-mir-19b-1	4	0.759411	N
cfa-mir-19b-2	3	0.569559	N
cfa-mir-200a	135	25.630136	N
cfa-mir-200b	42	7.973820	N
cfa-mir-200c	1	0.189853	N
