taglen,crossmapped,Coding_Exon,rmsk_Other,LINE,srpRNA,rmsk_DNA,tRNA,SINE,snoRNA,mature,star,Unknown,stemloop,precursor,rmsk_Unknown,LTR,rmsk_Low_complexity,scRNA,unannotated,rRNA,rmsk_RNA,Satellite,snRNA,p5_UTR,rmsk_Simple_repeat,Intron,p3_UTR,No_CDS
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
