taglen,crossmapped,LTR,p5_UTR,unannotated,Unknown,mature,precursor,LINE,rmsk_Other,tRNA,rmsk_Low_complexity,rmsk_RNA,snRNA,SINE,snoRNA,star,rmsk_DNA,rRNA,Intron,rmsk_Simple_repeat,Coding_Exon,Satellite,p3_UTR,rmsk_Unknown,stemloop,scRNA,No_CDS,srpRNA
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
