taglen,crossmapped,scRNA,unannotated,Unknown,precursor,rRNA,rmsk_DNA,stemloop,rmsk_Other,star,tRNA,LINE,snRNA,No_CDS,mature,Coding_Exon,snoRNA,Intron,rmsk_RNA,p3_UTR,Satellite,srpRNA,LTR,p5_UTR,SINE,rmsk_Unknown,rmsk_Simple_repeat,rmsk_Low_complexity
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
