taglen,crossmapped,rmsk_Low_complexity,No_CDS,star,snoRNA,tRNA,mature,Unknown,p3_UTR,srpRNA,SINE,rmsk_Other,p5_UTR,snRNA,unannotated,rmsk_Unknown,stemloop,Intron,precursor,Coding_Exon,rRNA,LTR,rmsk_Simple_repeat,scRNA,rmsk_RNA,rmsk_DNA,Satellite,LINE
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
