taglen,crossmapped,snoRNA,rRNA,rmsk_RNA,LINE,Coding_Exon,Satellite,snRNA,rmsk_DNA,LTR,p5_UTR,Unknown,rmsk_Unknown,mature,stemloop,p3_UTR,scRNA,SINE,rmsk_Simple_repeat,Intron,tRNA,rmsk_Low_complexity,rmsk_Other,unannotated,precursor,No_CDS,star,srpRNA
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
