taglen,crossmapped,snRNA,p5_UTR,mature,precursor,unannotated,rRNA,LINE,scRNA,rmsk_Unknown,p3_UTR,No_CDS,tRNA,SINE,Satellite,Unknown,rmsk_DNA,Coding_Exon,LTR,star,rmsk_Low_complexity,snoRNA,stemloop,rmsk_Other,Intron,rmsk_Simple_repeat,rmsk_RNA,srpRNA
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
